row,chars,conf
7143,"Captain Marvel, Carol Danvers, Yon-Rogg",🟢
7144,"Captain Marvel, Namor",🟢
7145,"Captain Marvel, Thor, Carol Danvers, Black Widow, Hulk",🟢
7146,"Captain Marvel, Spider-Man, Black Widow",🟢
7147,Captain Marvel,🟢
7148,"Captain Marvel, Carol Danvers",🟢
7149,"Captain Marvel, Jamie McKelvie",🟢
7150,Captain Marvel,🟢
7151,"Captain Marvel, Carol Danvers",🟢
7152,"Captain Marvel, Thanos, Ronan the Accuser",🟢
7153,"Captain Marvel, Knull",🟢
7154,"Captain Marvel, Mar-Vell, Carol Danvers, Monica Rambeau, Phyla-Vell, Kamala Khan",🟢
7155,"Captain Marvel, Iron Man, Thor, Hulk, Black Widow, Black Panther",🟢
7156,Captain Marvel,🟢
7157,"Captain Marvel, Carol Danvers",🟢
7158,"Captain Marvel, Carol Danvers",🟢
7159,"Captain Marvel, Human Torch, Surtur",🟢
7160,"Captain Marvel, Judgment Day",🟢
7161,Captain Marvel,🟢
7162,"Captain Marvel, She-Hulk, Wasp, Ms. Marvel, Scarlet Witch, Hela",🟢
7163,"Captain Marvel, Ren Kawaii",🟢
7164,"Captain Marvel, Yon-Rogg, Talos, Skrull Kill Krew",🟢
7165,"Captain Marvel, Spider-Woman, Wasp, Mantis, Rocket Raccoon, Groot, Drax",🟢
7166,"Captain Marvel, Kor the Conqueror",🟢
7167,"Captain Marvel, Black Widow, Thanos",🟢
7168,Unknown,🔴
7169,Captain Marvel,🟢
7170,Captain Marvel,🟢
7171,"Captain Marvel, Vox Supreme",🟢
7172,Captain Marvel,🟢
7173,"Captain Marvel, Nega-Bands",🟢
7174,"Captain Marvel, Thanos",🟢
7175,"Captain Marvel, Ronan the Accuser, Skrull",🟢
7176,"Captain Marvel, Carol Danvers",🟢
7177,"Captain Marvel, Yon-Rogg",🟢
7178,"Captain Marvel, Carol Danvers",🟢
7179,"Captain Marvel, Carol Danvers",🟢
7180,"Captain Marvel, Thanos",🟢
7181,Black Widow,🟢
7182,Ms. Marvel,🟢
7183,Captain Marvel,🟢
7184,"Captain Marvel, Monica Rambeau",🟢
7185,Captain Marvel,🟢
7186,"Captain Marvel, Yon-Rogg",🟢
7187,Captain Marvel,🟢
7188,"Mr. Fantastic, Invisible Woman, Human Torch, The Thing",🟢
7189,"The Thing, Human Torch",🟢
7190,"Mister Fantastic, Invisible Woman",🟢
7191,"Mr. Fantastic, Invisible Woman, Human Torch, The Thing",🟢
7192,"Mr. Fantastic, Invisible Woman, The Thing, Human Torch",🟢
7193,"Mr. Fantastic, Invisible Woman, Human Torch, The Thing",🟢
7194,"Spider-Man, Human Torch",🟢
7195,"Spider-Man, The Thing, Johnny Storm",🟢
7196,"Invisible Woman, Human Torch, Mr. Fantastic, The Thing",🟢
7197,"Human Torch, Invisible Woman, The Thing, Mr. Fantastic",🟢
7198,"Invisible Woman, Human Torch, Mr. Fantastic, The Thing",🟢
7199,"The Thing, The Hulk",🟢
7200,"Invisible Woman, Mister Fantastic",🟢
7201,Galactus,🟢
7202,"The Thing, Invisible Woman, Human Torch, Mr. Fantastic",🟢
7203,Mister Fantastic,🟢
7204,"Mr. Fantastic, Invisible Woman, The Thing, Human Torch",🟢
7205,"The Thing, Human Torch",🟢
7206,"Mister Fantastic, Invisible Woman, The Thing, Human Torch",🟢
7207,"Human Torch, The Thing",🟢
7208,"Mister Fantastic, Invisible Woman, Human Torch, The Thing",🟢
7209,The Thing,🟢
7210,Mr. Fantastic,🟢
7211,"Sue Storm, Negative Zone Entity",🟢
7212,Mr. Fantastic,🟢
7213,"Fantastic Four, The Thing, Invisible Woman, Human Torch, Mr. Fantastic",🟢
7214,"Mr. Fantastic, Invisible Woman, Human Torch, The Thing, Iron Man, Captain America",🟢
7215,"Mister Fantastic, Invisible Woman, Human Torch, The Thing",🟢
7216,"The Thing, Invisible Woman, Mr. Fantastic, Human Torch",🟢
7217,"The Thing, Invisible Woman",🟢
7218,"Human Torch, Invisible Woman, Mr. Fantastic, The Thing",🟢
7219,"The Invisible Woman, Doctor Doom",🟢
7220,"Mr. Fantastic, Invisible Woman, Human Torch, Thing, Doctor Doom, The Defenders",🟢
7221,"Human Torch, Fantastic Four",🟢
7222,"The Thing, Invisible Woman, Mr. Fantastic, Human Torch",🟢
7223,"Mr. Fantastic, Invisible Woman, Human Torch, The Thing, Doctor Doom, Spider-Man, Hulk",🟢
7224,"Ben Grimm, Sue Storm",🟢
7225,"Mr. Fantastic, Invisible Woman, Human Torch, The Thing",🟢
7226,"Mr. Fantastic, Invisible Woman, Human Torch, The Thing, Doctor Doom",🟢
7227,"The Thing, Mr. Fantastic",🟢
7228,Fantastic Four,🟢
7229,"The Thing, Human Torch",🟢
7230,"Mr. Fantastic, Invisible Woman, Human Torch, The Thing",🟢
7231,Fantastic Four,🟢
7232,"The Thing, Mr. Fantastic, Invisible Woman, Human Torch, Doctor Doom",🟢
7233,"Mister Fantastic, Invisible Woman, Human Torch, The Thing",🟢
7234,"The Thing, Mister Fantastic, Invisible Woman, Human Torch",🟢
7235,"Galactus, Fantastic Four",🟢
7236,"Invisible Woman, Mr. Fantastic, Human Torch, The Thing",🟢
7237,"Human Torch, Invisible Woman, The Thing, Mr. Fantastic",🟢
7238,"The Thing, Mister Fantastic",🟢
7239,"The Thing, Human Torch, Invisible Woman, Mr. Fantastic",🟢
7240,"Black Panther, The Thing, Invisible Woman, Mister Fantastic",🟢
7241,"Invisible Woman, Mr. Fantastic, Human Torch, Thing",🟢
7242,"The Thing, The Hulk",🟢
7243,"Human Torch, Invisible Woman, Mr. Fantastic, The Thing",🟢
7244,"Mister Fantastic, Invisible Woman, Human Torch, The Thing",🟢
7245,"Mr. Fantastic, Invisible Woman, Human Torch, The Thing",🟢
7246,"Invisible Woman, Moon Knight, The Thing, Mr. Fantastic",🟢
7247,"Cyclops, Emma Frost, Doctor Doom, Magneto, Blue Beetle, Mister Fantastic",🟢
7248,"Doctor Doom, Skrulls",🟢
7249,"Doctor Doom, Valeria Richards",🟢
7250,"Silver Surfer, Galactus",🟢
7251,"Sue Storm, Franklin Richards",🟢
7252,"Proxima Midnight, Thanos, Corvus Glaive, Franklin Richards, Valeria Richards",🟢
7253,Black Bolt,🟢
7254,"Invisible Woman, Human Torch, Mr. Fantastic",🟢
7255,"The Thing, Invisible Woman, Mr. Fantastic, Human Torch",🟢
7256,"The Thing, Human Torch, Invisible Woman",🟢
7257,"Invisible Woman, The Thing, Human Torch, Mr. Fantastic",🟢
7258,"Mr. Fantastic, Invisible Woman, Human Torch, The Thing",🟢
7259,The Fantastic Four,🟢
7260,"The Thing, Invisible Woman",🟢
7261,"The Thing, Mr. Fantastic, Fantastic Four, Doctor Doom",🟢
7262,"The Thing, Doctor Doom",🟢
7263,"The Thing, Invisible Woman, Human Torch, Mr. Fantastic",🟢
7264,"Mr. Fantastic, Invisible Woman, Human Torch, The Thing",🟢
7265,"Mr. Fantastic, Invisible Woman, Human Torch, The Thing",🟢
7266,"Mr. Fantastic, Invisible Woman, Human Torch, The Thing",🟢
7267,"Loki, Enchantress, Executioner, Skurge, Amora",🟢
7268,Unknown,🔴
7269,"Invisible Woman, Moon Knight, The Thing, Mister Fantastic",🟢
7270,"Spider-Man, Hulk",🟢
7271,"Sue Storm, Invisible Woman",🟢
7272,Unknown,🔴
7273,The Thing,🟢
7274,"The Thing, Human Torch",🟢
7275,"Wolverine, Fantastic Four",🟢
7276,Invisible Woman,🟢
7277,"The Thing, Invisible Woman",🟢
7278,"Invisible Woman, Doctor Doom",🟢
7279,"Namor, Mr. Fantastic",🟢
7280,"Invisible Woman, Human Torch, Thing, Mr. Fantastic",🟢
7281,The Thing,🟢
7282,"The Thing, The Hulk",🟢
7283,"Invisible Woman, Mr. Fantastic, Human Torch, The Thing",🟢
7284,Invisible Woman,🟢
7285,"Human Torch, The Thing",🟢
7286,Doctor Doom,🟢
7287,"The Thing, Human Torch",🟢
7288,"Invisible Woman, The Thing",🟢
7289,"Mr. Fantastic, Invisible Woman, Human Torch, The Thing",🟢
7290,"Mr. Fantastic, Invisible Woman, Human Torch, The Thing",🟢
7291,"Mr. Fantastic, Invisible Woman, Human Torch, The Thing",🟢
7292,"The Thing, Invisible Woman, Mr. Fantastic, Human Torch",🟢
7293,"The Thing, Invisible Woman, Mr. Fantastic, Human Torch",🟢
7294,"Invisible Woman, The Thing, Mr. Fantastic",🟢
7295,"Fantastic Four, Medusa",🟢
7296,"Invisible Woman, Mr. Fantastic, The Thing, Human Torch",🟢
7297,"Mr. Fantastic, Invisible Woman, Human Torch, The Thing",🟢
7298,Fantastic Four,🟢
7299,"The Thing, Invisible Woman, Human Torch, Mr. Fantastic",🟢
7300,Fantastic Four,🟢
7301,"Wasp, Mister Fantastic, Invisible Woman, Human Torch, The Thing",🟢
7302,"Fantastic Four, The Thing, Invisible Woman, Human Torch, Mr. Fantastic",🟢
7303,"Mister Fantastic, Invisible Woman, Human Torch, The Thing",🟢
7304,"Mister Fantastic, Invisible Woman, Human Torch, The Thing",🟢
7305,"Mr. Fantastic, Invisible Woman, Human Torch, The Thing",🟢
7306,"Mr. Fantastic, Invisible Woman, Human Torch, The Thing",🟢
7307,"Wolverine, Human Torch, Thing, Invisible Woman",🟢
7308,"Mister Fantastic, Invisible Woman, Human Torch, The Thing",🟢
7309,Doctor Doom,🟢
7310,"Mr. Fantastic, Invisible Woman",🟢
7311,"Mr. Fantastic, The Thing, Invisible Woman, Human Torch",🟢
7312,"Mr. Fantastic, Invisible Woman, Human Torch, The Thing, Doctor Doom",🟢
7313,Fantastic Four,🟢
7314,"Mister Fantastic, Invisible Woman, Human Torch, The Thing, Silver Surfer",🟢
7315,"Mister Fantastic, Invisible Woman, Human Torch, The Thing",🟢
7316,"Human Torch, Fantastic Four",🟢
7317,The Thing,🟢
7318,"Galactus, Silver Surfer",🟢
7319,"Fantastic Four, Doctor Doom",🟢
7320,"Mister Fantastic, Invisible Woman, Human Torch, Thing, Doctor Doom",🟢
7321,"Mr. Fantastic, Invisible Woman, Human Torch, The Thing, Doctor Doom",🟢
7322,"Human Johnny Storm, Fantastic Four",🟢
7323,"Mr. Fantastic, Invisible Woman, Human Torch, The Thing",🟢
7324,"The Thing, She-Hulk",🟢
7325,"Mister Fantastic, Invisible Woman, Human Torch, The Thing, Franklin Richards",🟢
7326,"Mister Fantastic, Thanos",🟢
7327,"Doctor Doom, Iron Man",🟢
7328,"Invisible Woman, The Thing, Human Torch",🟢
7329,"Mister Fantastic, Invisible Woman, The Thing",🟢
7330,"Mr. Fantastic, Invisible Woman, Human Torch, The Thing, Mister Fantastic",🟢
7331,"Sue Storm, Invisible Woman",🟢
7332,"Hawkeye, Jean Grey",🟢
7333,"The Watcher, Kang the Conqueror",🟢
7334,"Mr. Fantastic, Invisible Woman, Human Torch, The Thing",🟢
7335,"Mister Fantastic, Invisible Woman, Human Torch, The Thing, Doom",🟢
7336,"Invisible Woman, Mister Fantastic, The Thing, Human Torch",🟢
7337,"Mister Fantastic, The Thing, Invisible Woman, Human Torch",🟢
7338,Unknown,🔴
7339,"Invisible Woman, Mr. Fantastic, Human Torch, The Thing",🟢
7340,"Invisible Woman, The Thing, Human Torch, Mr. Fantastic",🟢
7341,Doctor Doom,🟢
7342,"Doctor Doom, The Thing",🟢
7343,"Human Torch, Doctor Doom",🟢
7344,"Fantastic Four, Doctor Doom",🟢
7345,"Sue Storm, Reed Richards, Johnny Storm, Ben Grimm",🟢
7346,"Invisible Woman, Mister Fantastic, Human Torch, The Thing",🟢
7347,Fantastic Four,🟢
7348,"The Thing, The Immortal Hulk",🟢
7349,"Wasp, Human Torch, Invisible Woman, Mr. Fantastic, Thing",🟢
7350,"Fantastic Four, The Thing, Invisible Woman, Human Torch, Mr. Fantastic, M.O.D.O.K",🟢
7351,"Mister Fantastic, Invisible Woman, Human Torch, The Thing",🟢
7352,"Mister Fantastic, Invisible Woman, Human Torch, The Thing",🟢
7353,"Mister Fantastic, Invisible Woman, Human Torch, The Thing",🟢
7354,"Mr. Fantastic, Invisible Woman, Human Torch, The Thing",🟢
7355,"Mister Fantastic, Invisible Woman, Human Torch, The Thing",🟢
7356,"Mister Fantastic, Invisible Woman, Human Torch, The Thing",🟢
7357,Doctor Doom,🟢
7358,"Mister Fantastic, Invisible Woman",🟢
7359,"Mister Fantastic, The Thing, Invisible Woman, Human Torch",🟢
7360,"Invisible Woman, Mister Fantastic, Human Torch, The Thing",🟢
7361,Fantastic Four,🟢
7362,"Mister Fantastic, Invisible Woman, Human Torch, The Thing, Silver Surfer",🟢
7363,"Mister Fantastic, Invisible Woman, Human Torch, The Thing",🟢
7364,"Human Torch, Negative Zone creatures",🟢
7365,The Thing,🟢
7366,"Galactus, Silver Surfer",🟢
7367,"Loki, Johnny Storm, Sue Storm, Doctor Doom",🟢
7368,"Reed Richards, Sue Storm, Johnny Storm, Ben Grimm",🟢
7369,"Mr. Fantastic, Invisible Woman, Human Torch, The Thing, Doctor Doom",🟢
7370,"Mr. Fantastic, Invisible Woman, Human Torch, Thing, Doctor Doom, Annihilus, Frightful Four",🟢
7371,Human Torch,🟢
7372,"Mr. Fantastic, Invisible Woman, Human Torch, The Thing",🟢
7373,"Human Torch, Fantastic Four",🟢
7374,The Thing,🟢
7375,"Mister Fantastic, Invisible Woman, Human Torch, Thing, Deadpool",🟢
7376,"Mister Fantastic, Invisible Woman, Human Torch, The Thing",🟢
7377,"The Thing, Fantastic Four",🟢
7378,"Invisible Woman, The Thing, Human Torch, Mr. Fantastic",🟢
7379,"Mr. Fantastic, Invisible Woman, The Thing, Human Torch",🟢
7380,"Spider-Man, Thing, Human Torch, Invisible Woman, Mister Fantastic",🟢
7381,"Human Johnny Storm, Ghost Rider",🟢
7382,"Spider-Man, The Thing, Wolverine",🟢
7383,"Spider-Man, Thing, Human Torch, Invisible Woman",🟢
7384,"Human Torch, Invisible Woman, Mr. Fantastic, Thing, Spider-Man",🟢
7385,"Invisible Woman, Mister Fantastic, The Thing, Human Torch",🟢
7386,"Mr. Fantastic, Invisible Woman, Human Torch, The Thing, Thanos",🟢
7387,"Fantastic Four, Annihilus",🟢
7388,"Annihilus, Invisible Woman, Mister Fantastic, Human Torch, The Thing",🟢
7389,"Silver Surfer, Thorgrim, Ikaris, Super-Skrull",🟢
7390,"Iron Man, The Thing, Ultron",🟢
7391,"Invisible Girl, Mister Fantastic, The Thing, Human Torch",🟢
7392,"Annihilus, Invisible Woman, Human Torch, Thing, Mr. Fantastic",🟢
7393,"Human Torch, The Thing, Mister Fantastic, Invisible Woman",🟢
7394,"Cletus Kasady, Carnage",🟢
7395,"Mister Fantastic, Invisible Woman, Human Torch, The Thing",🟢
7396,"Human Torch, Invisible Woman",🟢
7397,"Mister Fantastic, Invisible Woman, Human Torch, The Thing, Annihilus",🟢
7398,Invisible Woman,🟢
7399,"Elektra, Emma Frost",🟢
7400,Invisible Woman,🟢
7401,"Black Widow, Yelena Belova",🟢
7402,"Storm, Gambit, Bishop, Iceman",🟢
7403,"Colossus, Storm, Thing, Wolverine, Invisible Woman, Mr. Fantastic",🟢
7404,"Iceman, Mr. Fantastic, Psylocke, Storm",🟢
7405,"Human Torch, Deathlok",🟢
7406,Human Torch,🟢
7407,Human Torch,🟢
7408,"Human Torch, Iceman, Angel, Beast, Marvel Girl",🟢
7409,Human Torch,🟢
7410,Ghost Rider,🟢
7411,"The Human Torch, Locust",🟢
7412,Human Torch,🟢
7413,Human Torch,🟢
7414,"Human Torch, The Thing",🟢
7415,"Mr. Fantastic, Invisible Woman, Human Torch, The Thing",🟢
7416,"Thunderbolt, Bullseye, Daredevil",🟢
7417,Captain America,🟢
7418,"Galactus, Mister Fantastic, Invisible Woman, Human Torch, The Thing",🟢
7419,Nova,🟢
7420,"Nova, Annihilus",🟢
7421,"Nova, Quasar",🟢
7422,Nova,🟢
7423,"Silver Surfer, Annihilus",🟢
7424,Silver Surfer,🟢
7425,Silver Surfer,🟢
7426,Silver Surfer,🟢
7427,"Silver Surfer, Galactus",🟢
7428,Silver Surfer,🟢
7429,"Silver Surfer, Galactus",🟢
7430,"Silver Surfer, The Thing, Human Torch, Invisible Woman, Mr. Fantastic",🟢
7431,"Silver Surfer, Galactus",🟢
7432,"Silver Surfer, The Thing, Human Torch, Invisible Woman",🟢
7433,"Silver Surfer, Iceman",🟢
7434,"Silver Surfer, Norrin Radd",🟢
7435,"Silver Surfer, Thanos",🟢
7436,"Silver Surfer, Norrin Radd",🟢
7437,"Silver Surfer, Thanos",🟢
7438,"Silver Surfer, Norrin Radd",🟢
7439,"Silver Surfer, Ghost Light",🟢
7440,"Silver Surfer, Ghost Light",🟢
7441,"Silver Surfer, Ghost Light",🟢
7442,"Silver Surfer, Ghost Light",🟢
7443,Silver Surfer,🟢
7444,"Iron Man, Nova",🟢
7445,Nova,🟢
7446,"Nova, Annihilus",🟢
7447,Nova,🟢
7448,Nova,🟢
7449,Nova,🟢
7450,Nova,🟢
7451,"Nova, Gamora",🟢
7452,Nova,🟢
7453,"Nova, Rocket Raccoon, Gamora",🟢
7454,"Nova (Sam Alexander), A.I.M. Agents",🟢
7455,Nova,🟢
7456,"Nova, Aarim",🟢
7457,Nova,🟢
7458,"Nova, Thanos",🟢
7459,"Nova, Noia",🟢
7460,Nova,🟢
7461,Nova,🟢
7462,Nova,🟢
7463,"Iron Man, Thanos",🟢
7464,"Nova, Iron Man, War Machine",🟢
7465,Nova,🟢
7466,"Nova, Uatu the Watcher",🟢
7467,"Nova, Guardians of the Galaxy",🟢
7468,"Nova, Gladiator",🟢
7469,"Nova, Captain Marvel, Spider-Man",🟢
7470,"Nova (Richard Rider), Blue Marvel, Iron Man",🟢
7471,Nova,🟢
7472,"Nova, X-Men",🟢
7473,"Nova, Axus",🟢
7474,Nova,🟢
7475,Nova,🟢
7476,"Carnage, Nova",🟢
7477,"Nova, Noa",🟢
7478,Nova,🟢
7479,Nova,🟢
7480,Nova,🟢
7481,"Carnage, Nova",🟢
7482,"Nova, Hulk, Doc Green",🟢
7483,"Spider-Man, Iron Man, Fantastic Four",🟢
7484,"Venom, Space Knight",🟢
7485,"Venom, Flash Thompson",🟢
7486,"Venom, Space Knight",🟢
7487,"Venom, Space Knight",🟢
7488,"Venom, Flash Thompson",🟢
7489,"Venom, Flash Thompson",🟢
7490,"Flash Thompson, Venom",🟢
7491,"Venom, Flash Thompson",🟢
7492,"Venom, Flash Thompson, Space Knight",🟢
7493,"Venom, Spider-Man",🟢
7494,"Spider-Man, Venom",🟢
7495,"Venom, Space Knight",🟢
7496,"Rocket Raccoon, Groot",🟢
7497,"Rocket Raccoon, Groot",🟢
7498,"Rocket Raccoon, Groot",🟢
7499,"Rocket Raccoon, Groot",🟢
7500,"Rocket Raccoon, Groot",🟢
7501,"Rocket Raccoon, Groot",🟢
7502,"Rocket Raccoon, Groot, Star-Lord",🟢
7503,Gamora,🟢
7504,"Gamora, Star-Lord, Drax, Rocket Raccoon, Groot",🟢
7505,Groot,🟢
7506,Groot,🟢
7507,"Star-Lord, Rocket Raccoon, Drax, Gamora, Groot",🟢
7508,"Old Man Logan, Spider-Man, Krona",🟢
7509,"Star-Lord, Rocket Raccoon, Gamora, Drax the Destroyer",🟢
7510,"Old Man Quill, Grootling",🟢
7511,"Old Man Logan, Wolverine, Green Goblin, Iron Man",🟢
7512,"Quill, Star-Lord",🟢
7513,"Old Man Logan, Wolverine, Professor X, Magneto",🟢
7514,"Hulk, Harpy, Abomination, Leader",🟢
7515,"Iron Man, Sentinel",🟢
7516,"Old Man Logan, Thor Odinson",🟢
7517,"Iron Man, Doctor Doom",🟢
7518,"Old Man Quill, M.O.D.O.K",🟢
7519,Hulk,🟢
7520,"Deadpool, Raphael",🟢
7521,Drax,🟢
7522,Donatello,🟢
7523,"Drax, Groot",🟢
7524,Drax the Destroyer,🟢
7525,"Deadpool, Madcap, Foolkiller, Slapstick, Hitchhiker",🟢
7526,"Daredevil, Elektra, Foggy Nelson",🟢
7527,"Hulk, Hawkeye",🟢
7528,"Apocalypse, Wolverine",🟢
7529,"Drax, Iron Man",🟢
7530,Unknown,🔴
7531,Thanos,🟢
7532,Thanos,🟢
7533,Thanos,🟢
7534,Thanos,🟢
7535,"Superman, Batman, Wonder Woman",🟢
7536,"The Flash, Captain Planet",🟢
7537,"Earth 2, Green Lantern",🟢
7538,Hawkgirl,🟢
7539,"Green Lantern, Grundy",🟢
7540,"Green Lantern, Hawkman, The Flash",🟢
7541,"Green Lantern, Hawkgirl",🟢
7542,"Steppenwolf, Fury",🟢
7543,The Flash,🟢
7544,"Superman, Hawkgirl, Starfire",🟢
7545,Wonder Woman,🟢
7546,"Black Manta, Green Lantern",🟢
7547,"Superman, Wonder Woman",🟢
7548,"Batman, Green Lantern, Hawkman",🟢
7549,"Godzilla, Mothra, Ghidorah",🟢
7550,"Batman, Superman",🟢
7551,"Superman, Darkseid",🟢
7552,"Batman, The Flash",🟢
7553,Wonder Woman,🟢
7554,"Green Lantern, Swamp Thing",🟢
7555,"Superman, Red Tornado, Lois Lane",🟢
7556,"The Flash, Green Lantern, Swamp Thing",🟢
7557,Superman,🟢
7558,"Superman, Wonder Woman, Batman",🟢
7559,"Batman, Starfire",🟢
7560,"Swamp Thing, Capucine",🟢
7561,"Barbara Gordon, Damian Wayne",🟢
7562,"Superman, Batman",🟢
7563,"Batman, Doomsday, Superman, Wonder Woman",🟢
7564,Solomon Grundy,🟢
7565,"Godzilla, Mothra, Ghidorah",🟢
7566,"Batman, Superman",🟢
7567,"Superman, Darkseid",🟢
7568,"Batman, The Flash",🟢
7569,"The Flash, Booster Gold, Wonder Woman",🟢
7570,"Batman, Superman, Huntress, Green Lantern, The Flash",🟢
7571,"Superman, Wonder Woman, The Flash, Green Lantern, Aquaman, Batman",🟢
7572,"Hawkgirl, Doctor Fate",🟢
7573,"Death, Aquaman, Mera",🟢
7574,Swamp Thing,🟢
7575,"Superman, Famine",🟢
7576,"Superman, Batman, Wonder Woman, Green Lantern, The Flash, Aquaman, Hawkgirl, Cyborg, Shazam",🟢
7577,"Firestorm, The Joker, Batman",🟢
7578,"The Flash, Darkseid",🟢
7579,Darkseid,🟢
7580,"Superman, Darkseid",🟢
7581,"Green Lantern, The Flash",🟢
7582,"Wonder Woman, Apokolips",🟢
7583,"The Red Tornado, Superman, Batman, Wonder Woman, Green Lantern, The Flash, Hawkgirl",🟢
7584,Superman,🟢
7585,"The Flash, Firestorm",🟢
7586,"Johnny Sorrow, Hourman, Anarky",🟢
7587,"Green Lantern, Superman",🟢
7588,"Hawkgirl, Hawkman",🟢
7589,"Green Lantern, Superman, Wonder Woman",🟢
7590,"Hawkman, Black Manta",🟢
7591,"Batman, Green Lantern, Starfire, Hawkgirl",🟢
7592,"Captain Atom, Power Girl",🟢
7593,"Hawkgirl, Hawkman",🟢
7594,"Superman, Wonder Woman, Batman, The Flash, Cyborg, Aquaman",🟢
7595,"Supergirl, Ultra-Humanite",🟢
7596,"Batman, Superman, Wonder Woman, The Flash, Green Lantern",🟢
7597,"Superman, Green Lantern, The Flash",🟢
7598,"Power Girl, Huntress",🟢
7599,"Superman, Supergirl, Red Robin, Zatanna, Red Lantern",🟢
7600,"Batman, Catwoman",🟢
7601,"Huntress, Power Girl, Powergirl",🟢
7602,"Huntress, Power Girl",🟢
7603,"Huntress, Power Girl",🟢
7604,"Huntress, Power Girl",🟢
7605,"Huntress, Power Girl",🟢
7606,"Huntress, Power Girl, Starfire, Voodoo",🟢
7607,"Huntress, Power Girl",🟢
7608,"Huntress, Power Girl",🟢
7609,"Power Girl, Huntress",🟢
7610,"Huntress, Power Girl",🟢
7611,"Huntress, Power Girl",🟢
7612,"Huntress, Power Girl",🟢
7613,Batwoman,🟢
7614,"Huntress, Power Girl",🟢
7615,"Huntress, Power Girl, Batman",🟢
7616,"Huntress, Power Girl, Batman",🟢
7617,"Huntress, Powergirl",🟢
7618,"Power Girl, Huntress",🟢
7619,"Huntress, Power Girl",🟢
7620,"Huntress, Power Girl",🟢
7621,"Huntress, Power Girl, Superman, Green Lantern, Batman",🟢
7622,"Aquaman, Wonder Woman, Superman",🟢
7623,"Superman, Wonder Woman, Aquaman, The Flash, Green Lantern, Hawkman, Cyborg",🟢
7624,"Superman, Batman, Wonder Woman, The Flash, Green Lantern, Aquaman",🟢
7625,"Superman, Wonder Woman, Aquaman, The Flash, Green Lantern, Hawkman, Shazam",🟢
7626,"Green Arrow, Superman, Batman, Wonder Woman, The Flash, Aquaman, Cyborg, Green Lantern",🟢
7627,"Superman, Wonder Woman, Batman, Cyborg, The Flash, Aquaman",🟢
7628,"Cyborg, Graves, Shazam",🟢
7629,"Superman, The Flash, Wonder Woman, Green Lantern, Aquaman, Hawkgirl, Batman, Cyborg, Shazam",🟢
7630,"Wonder Woman, Superman",🟢
7631,"Wonder Woman, Cheetah, The Flash, Cyborg",🟢
7632,"Superman, Wonder Woman, The Flash, Green Lantern, Aquaman, Cyborg",🟢
7633,"Superman, Wonder Woman, Batman, Aquaman, Flash, Green Lantern, Cyborg",🟢
7634,"Superman, Wonder Woman, Batman, Aquaman, The Flash, Green Lantern, Cyborg",🟢
7635,"Aquaman, Wonder Woman, Superman, Batman, The Flash, Green Lantern",🟢
7636,"Cyborg, Green Lantern",🟢
7637,"Superman, Wonder Woman, Aquaman",🟢
7638,"Green Lantern, Aquaman, Wonder Woman, The Flash, Batman, Superman, Cyborg, Despero",🟢
7639,"Shazam, Black Adam",🟢
7640,"Superman, Batman, Wonder Woman, The Flash, Green Lantern, Aquaman, Cyborg",🟢
7641,"Batman, Superman, Wonder Woman, Aquaman, Flash, Green Lantern, Cyborg",🟢
7642,"Superman, Wonder Woman, Green Lantern, Cyborg, Aquaman, The Flash",🟢
7643,"Nightwing, Justice League",🟢
7644,"Nightwing, Crime Syndicate",🟢
7645,"Green Lantern, Superman, Batman, Wonder Woman, The Flash, Aquaman",🟢
7646,"Superman, Batman, Wonder Woman, Cyborg",🟢
7647,"Granny Goodness, Apokolips, Darkseid",🟢
7648,"Superman, Batman, Wonder Woman, The Flash, Green Lantern, Aquaman, Cyborg, Shazam",🟢
7649,"Batman, Superman, Wonder Woman, The Flash, Green Lantern, Aquaman, Cyborg",🟢
7650,"Lex Luthor, Superman",🟢
7651,"Lex Luthor, Superman",🟢
7652,"Superman, Wonder Woman, Batman, Aquaman, The Flash, Green Lantern, Cyborg",🟢
7653,"Superman, Batman, Wonder Woman, The Flash, Green Lantern, Aquaman, Cyborg, Hawkgirl",🟢
7654,"Superman, Wonder Woman, The Flash, Green Lantern, Shazam",🟢
7655,"Batman, The Flash",🟢
7656,"Superman, Lex Luthor, Wonder Woman, Aquaman",🟢
7657,"Superman, Batman, Wonder Woman, Lex Luthor",🟢
7658,"Batman, Cyborg, Wonder Woman, Flash, Aquaman, Green Lantern",🟢
7659,"Superman, Wonder Woman, Cyborg, Green Lantern, The Flash",🟢
7660,"Justice League, Darkseid, Anti-Monitor",🟢
7661,"Batman, Superman, Darkseid",🟢
7662,"Supergirl, Aquaman, Poison Ivy",🟢
7663,"Aquaman, Wonder Woman, The Flash, Green Lantern, Hawkgirl, Martian Manhunter",🟢
7664,"The Flash, Wonder Woman",🟢
7665,"Wonder Woman, Superman, Batman, Aquaman, The Flash, Green Lantern, Cyborg",🟢
7666,"Superman, Batman, Wonder Woman, Green Lantern, Aquaman, The Flash, Cyborg, Darkseid",🟢
7667,Lex Luthor,🟢
7668,"Deadshot, King Shark, Harley Quinn, The Joker",🟢
7669,"Flash, Darkseid",🟢
7670,"Batman, Superman",🟢
7671,"Wonder Woman, Mera, Lois Lane",🟢
7672,"Superman, Wonder Woman, Batman, Flash, Green Lantern, Hawkgirl, Martian Manhunter",🟢
